FacilityName,FacilityNameFull,City,END
Trinity Lutheran School,Trinity Lutheran School,Roselle,
Trinity Lutheran School,Trinity Lutheran School,Lombard,
Trinity Lutheran School,Trinity Lutheran School,Red Bud,
Trinity Lutheran School,Trinity Lutheran School,Danville,
Trinity Oaks Christian Academy,Trinity Oaks Christian Academy,Cary,
Trinity School,Trinity School,New Lenox,
Trinity School,Trinity School,West Chicago,
Trinity Services,Trinity Services,New Lenox,
Trinity Services Inc,Trinity Services Inc,New Lenox,
Trinity-St John Lutheran,Trinity-St John Lutheran,Nashville,
Triopia CUSD 27,Triopia CUSD 27,Concord,
Triopia Grade School,Triopia Grade School,Concord,
Triopia Jr-Sr High School,Triopia Jr-Sr High School,Concord,
Triple R Child Care,Triple R Child Care,Mokena,
Triple R Child Care Inc,Triple R Child Care Inc,Oak Forest,
Tri-Point High School,Tri-Point High School,Cullom,
Tri-Point Jr High/Elementary,Tri-Point Jr High/Elementary,Piper City,
Tripp School,Tripp School,Buffalo Grove,
Tristar Acad Safe Sch Program,Tristar Acad Safe Sch Program,Effingham,
Triumph Academy,Triumph Academy,Brigham City,
Tri-Valley Elem School,Tri-Valley Elem School,Downs,
Tri-Valley High School,Tri-Valley High School,Downs,
Tri-Valley Middle School,Tri-Valley Middle School,Downs,
Troy CCSD 30C,Troy CCSD 30C,Plainfield,
Troy Craughwell School,Troy Craughwell School,Joliet,
Troy Cronin Elem School,Troy Cronin Elem School,Shorewood,
Troy Heritage Trail School,Troy Heritage Trail School,Joliet,
Troy Hofer Elem Sch,Troy Hofer Elem Sch,Shorewood,
Troy Middle School,Troy Middle School,Plainfield,
Troy Shorewood School,Troy Shorewood School,Shorewood,
True Vine Christian Center,True Vine Christian Center,Fairview Heights,
Tru-Source ALF,Tru-Source ALF,Oak Park,
Turner Elem School,Turner Elem School,Crestwood,
Turner Elem School,Turner Elem School,West Chicago,
Turner-Drew Elem Language Academy,Turner-Drew Elem Language Academy,Chicago,
Turning Pointe Autism Foundation,Turning Pointe Autism Foundation,Naperville,
Turning Pointe CN Day School,Turning Pointe CN Day School,Naperville,
Tuscola CUSD 301,Tuscola CUSD 301,Tuscola,
Tuscola High School,Tuscola High School,Tuscola,
Twain Elem School,Twain Elem School,Chicago,
Twin Echo Elem School,Twin Echo Elem School,Collinsville,
Twin Groves Middle School,Twin Groves Middle School,Buffalo Grove,
Twin Rivers Career & Tech Ed Sys,Twin Rivers Career & Tech Ed Sys,Robinson,
Two Rivers Career Educ System,Two Rivers Career Educ System,Virginia,
Twp HSD 113,Twp HSD 113,Highland Park,
Tyler Elementary School,Tyler Elementary School,De Kalb,
U S Grant Elem School,U S Grant Elem School,South Chicago Heights,
U S Grant Middle School,U S Grant Middle School,Springfield,
UCAN,UCAN,Chicago,
UCAN Academy South,UCAN Academy South,Chicago,
UCAN Academy South - Intensive,UCAN Academy South - Intensive,Chicago,
Ucan/High School,Ucan/High School,Chicago,
UCP of Illinois Prairieland,UCP of Illinois Prairieland,Joliet,
Uhlich Academy,Uhlich Academy,Chicago,
UIC College Prep,UIC College Prep,Chicago,
Ulysses S Grant Intermediate Sch,Ulysses S Grant Intermediate Sch,Marengo,
Union Elem School,Union Elem School,Belleville,
Union Elementary School,Union Elementary School,Joliet,
Union Ridge Elem School,Union Ridge Elem School,Harwood Heights,
Union Ridge SD 86,Union Ridge SD 86,Harwood Heights,
Union SD 81,Union SD 81,Joliet,
United CUSD 304,United CUSD 304,Monmouth,
United Educational Cultural Acad,United Educational Cultural Acad,Chicago,
United Elem Sch - North,United Elem Sch - North,Alexis,
United Elem Sch - West,United Elem Sch - West,Monmouth,
United High School,United High School,Monmouth,
United Jr High Sch,United Jr High Sch,Monmouth,
United Twp Area Career Ctr,United Twp Area Career Ctr,East Moline,
United Twp High School,United Twp High School,East Moline,
United Twp HSD 30,United Twp HSD 30,East Moline,
Unity Christian Academy,Unity Christian Academy,South Holland,
Unity Christian School,Unity Christian School,Energy,
Unity Christian School,Unity Christian School,Fulton,
Unity East,Unity East,Philo,
Unity Elem School,Unity Elem School,Brookport,
Unity Elementary School,Unity Elementary School,Mendon,
Unity High School,Unity High School,Mendon,
Unity High School,Unity High School,Tolono,
Unity Jr High School,Unity Jr High School,Cicero,
Unity Jr High School,Unity Jr High School,Tolono,
Unity Lutheran Christian Elem Sch,Unity Lutheran Christian Elem Sch,East Saint Louis,
Unity Middle School,Unity Middle School,Mendon,
Unity Point CCSD 140,Unity Point CCSD 140,Carbondale,
Unity Point Elem School,Unity Point Elem School,Carbondale,
Unity West,Unity West,Tolono,
Univ of Chicago Chtr-Donoghue,Univ of Chicago Chtr-Donoghue,Chicago,
Univ of Chicago Chtr-Nth Kenwood,Univ of Chicago Chtr-Nth Kenwood,Chicago,
Univ of Chicago Chtr-Woodlawn,Univ of Chicago Chtr-Woodlawn,Chicago,
Universal Health Services,Universal Health Services,Nashville,
Universal Health Svcs. Rockford,Universal Health Svcs. Rockford,Rockford,
Universal Health System,Universal Health System,Champaign,
Universal School,Universal School,Bridgeview,
University Charter School,University Charter School,Liberty Hill,
University High School,University High School,Normal,
University of Chicago Laboratory Schools,University of Chicago Laboratory Schools,Chicago,
University of Chicago Charter School: Woodlawn Campus,University of Chicago Charter School: Woodlawn Campus,Chicago,
University of Chicago Lab Schs,University of Chicago Lab Schs,Chicago,
University of Chicago Woodlawn,University of Chicago Woodlawn,Chicago,
University of Ill Lab School,University of Ill Lab School,Urbana,
University of Illinois High Sch,University of Illinois High Sch,Urbana,
University Primary School,University Primary School,Champaign,
Uplift Community High School,Uplift Community High School,Chicago,
Urban Prairie Waldorf School,Urban Prairie Waldorf School,Chicago,
Urban Prep Chtr Acad Bronzeville HS,Urban Prep Chtr Acad Bronzeville HS,Chicago,
Urban Prep Chtr Acad Englewood HS,Urban Prep Chtr Acad Englewood HS,Chicago,
Urban Prep Chtr Bronzeville HS,Urban Prep Chtr Bronzeville HS,Chicago,
Urban Prep Chtr West Campus HS,Urban Prep Chtr West Campus HS,Chicago,
Urban Prep West Charter School,Urban Prep West Charter School,Chicago,
Urbana Early Childhood Ctr,Urbana Early Childhood Ctr,Urbana,
Urbana Gerber School,Urbana Gerber School,Urbana,
Urbana High School,Urbana High School,Urbana,
Urbana Middle School,Urbana Middle School,Urbana,
Urbana SD 116,Urbana SD 116,Urbana,
Utah Youth Village,Utah Youth Village,Salt Lake City,
V Blanche Graham Elementary,V Blanche Graham Elementary,Naperville,
V H Nelson Elem School,V H Nelson Elem School,Niles,
V I T CUSD 2,V I T CUSD 2,Table Grove,
V I T Elementary School,V I T Elementary School,Table Grove,
V I T Jr High School,V I T Jr High School,Table Grove,
V I T Sr High School,V I T Sr High School,Table Grove,
Valeo Academy,Valeo Academy,Hoffman Estates,
Valeska Hinton Early Ch Ed Ctr,Valeska Hinton Early Ch Ed Ctr,Peoria,
Valley Educ for Employ System,Valley Educ for Employ System,Sugar Grove,
Valley Kingdom Christian Academy,Valley Kingdom Christian Academy,Olympia Fields,
Valley View CUSD 365U,Valley View CUSD 365U,Romeoville,
Valley View Early Childhood Cntr,Valley View Early Childhood Cntr,Romeoville,
Valley View Elem School,Valley View Elem School,Mchenry,
Valmeyer CUSD 3,Valmeyer CUSD 3,Valmeyer,
Valmeyer Elementary School,Valmeyer Elementary School,Valmeyer,
Valmeyer High School,Valmeyer High School,Valmeyer,
Valmeyer Jr High,Valmeyer Jr High,Valmeyer,
Van Orin Elem School,Van Orin Elem School,Van Orin,
Vandalia Christian Academy,Vandalia Christian Academy,Vandalia,
Vandalia Community High School,Vandalia Community High School,Vandalia,
Vandalia CUSD 203,Vandalia CUSD 203,Vandalia,
Vandalia Elementary School,Vandalia Elementary School,Vandalia,
Vandalia Junior High School,Vandalia Junior High School,Vandalia,
Vanderpoel Elem Magnet School,Vanderpoel Elem Magnet School,Chicago,
Vanguard Gifted Academy,Vanguard Gifted Academy,Batavia,
Vanguard School,Vanguard School,Arlington Heights,
Vaughn Occupational High School,Vaughn Occupational High School,Chicago,
Venice CUSD 3,Venice CUSD 3,Venice,
Venice Elem School,Venice Elem School,Venice,
Verda Dierzen Early Learning Ctr,Verda Dierzen Early Learning Ctr,Woodstock,
Vermilion Assoc for Spec Educ,Vermilion Assoc for Spec Educ,Danville,
Vermilion Co Detention Center,Vermilion Co Detention Center,Danville,
Vermilion ROE,Vermilion ROE,Danville,
Vermilion Voc Ed Deliver System,Vermilion Voc Ed Deliver System,Danville,
Vernon Hills High School,Vernon Hills High School,Vernon Hills,
Vernon Hills Montessori Academy,Vernon Hills Montessori Academy,Vernon Hills,
Vernon L Barkstall Elementary Sch,Vernon L Barkstall Elementary Sch,Champaign,
Veterans Memorial Middle Sch,Veterans Memorial Middle Sch,Blue Island,
Vick Early Childhood & Family Ctr,Vick Early Childhood & Family Ctr,Chicago,
Victor J Andrew High School,Victor J Andrew High School,Orland Hills,
Victory Christian Academy,Victory Christian Academy,Mount Vernon,
Vienna Elem School Dist 55,Vienna Elem School Dist 55,Vienna,
Vienna High School,Vienna High School,Vienna,
Vienna HSD 133,Vienna HSD 133,Vienna,
Vienna SD 55,Vienna SD 55,Vienna,
Viking School,Viking School,Gurnee,
Villa Grove CUSD 302,Villa Grove CUSD 302,Villa Grove,
Villa Grove Elem School,Villa Grove Elem School,Villa Grove,
Villa Grove High School,Villa Grove High School,Villa Grove,
Villa Grove Jr High School,Villa Grove Jr High School,Villa Grove,
Villa Montessori,Villa Montessori,Moline,
Village Elementary School,Village Elementary School,Round Lake,
Village Leadership Academy,Village Leadership Academy,Chicago,
Vincent Gray Academy,Vincent Gray Academy,East Saint Louis,
Vine Academy,Vine Academy,Hinsdale,
Virgil I Grissom Middle School,Virgil I Grissom Middle School,Tinley Park,
Virginia CUSD 64,Virginia CUSD 64,Virginia,
Virginia Elem School,Virginia Elem School,Virginia,
Virginia Jr/ Sr High School,Virginia Jr/ Sr High School,Virginia,
Virginia Lake Elem School,Virginia Lake Elem School,Palatine,
Virtual Connections Academy,Virtual Connections Academy,Palatine,
Virtual Connections Academy Inc,Virtual Connections Academy Inc,Palatine,
Visionway Christian School,Visionway Christian School,Taylorville,
Visitation,Visitation,Elmhurst,
Visitation,Visitation,Kewanee,
Visitation Catholic School,Visitation Catholic School,Chicago,
Visually Impaired Programs,Visually Impaired Programs,Lisle,
Vivian Adams Early Child Ctr,Vivian Adams Early Child Ctr,East Saint Louis,
Volta Elem School,Volta Elem School,Chicago,
Von Steuben Metro Science HS,Von Steuben Metro Science HS,Chicago,
Von Steuben Metropolitan Science Center,Von Steuben Metropolitan Science Center,Chicago,
Von Steuben Middle School,Von Steuben Middle School,Peoria,
W A Johnson Sch,W A Johnson Sch,Bensenville,
W C Petty Elementary School,W C Petty Elementary School,Antioch,
W Harvey-Dixmoor PSD 147,W Harvey-Dixmoor PSD 147,Harvey,
W J Murphy Elem School,W J Murphy Elem School,Round Lake Park,
W J Zahnow Elem School,W J Zahnow Elem School,Waterloo,
W K at Hoffman Est. Campus INT,W K at Hoffman Est. Campus INT,Hoffman Estates,
W S Beaupre Elem School,W S Beaupre Elem School,Aurora,
W W Walker Elem School,W W Walker Elem School,Bedford Park,
W W Woodbury Elem School,W W Woodbury Elem School,Sandwich,
W. Knolls at Hoffman Est. Campus,W. Knolls at Hoffman Est. Campus,Hoffman Estates,
Wabash & Ohio Valley Sp Ed Dist,Wabash & Ohio Valley Sp Ed Dist,Norris City,
Wabash CUSD 348,Wabash CUSD 348,Mount Carmel,
Wacker Elem School,Wacker Elem School,Chicago,
Wadsworth Elem School,Wadsworth Elem School,Chicago,
Wagoner Elem,Wagoner Elem,Sauk Village,
Walden Elem School,Walden Elem School,Deerfield,
Walker Elem School,Walker Elem School,Evanston,
Walker Intermediate School,Walker Intermediate School,Tinley Park,
Walker School,Walker School,Clarendon Hills,
Walkers Grove Elementary School,Walkers Grove Elementary School,Plainfield,
Wallace CCSD 195,Wallace CCSD 195,Ottawa,
Wallace Elem School,Wallace Elem School,Ottawa,
Walnut Trails Elem School,Walnut Trails Elem School,Shorewood,
Walsh Elem School,Walsh Elem School,Summit,
Walsh Elem School,Walsh Elem School,Chicago,
Walsh Elem School,Walsh Elem School,Lockport,
Walt Whitman Elem School,Walt Whitman Elem School,Wheeling,
Walter F Fierke Ed Center,Walter F Fierke Ed Center,Oak Forest,
Walter Henri Dyett High School for the Arts,Walter Henri Dyett High School for the Arts,Chicago,
Walter Lawson Childrens Home,Walter Lawson Childrens Home,Loves Park,
Walter Payton College Prep,Walter Payton College Prep,Chicago,
Walter Payton College Preparatory High School,Walter Payton College Preparatory High School,Chicago,
Walter R Sundling Jr High Sch,Walter R Sundling Jr High Sch,Palatine,
Waltham CCSD 185,Waltham CCSD 185,Utica,
Waltham Elementary School,Waltham Elementary School,Utica,
Walther Christian Academy,Walther Christian Academy,Melrose Park,
Waltonville CUSD 1,Waltonville CUSD 1,Waltonville,
Waltonville Grade School,Waltonville Grade School,Waltonville,
Waltonville High School,Waltonville High School,Waltonville,
Wanda Kendall Elem School,Wanda Kendall Elem School,Watseka,
Ward J Elem School,Ward J Elem School,Chicago,
Ward L Elem School,Ward L Elem School,Chicago,
Warren CUSD 205,Warren CUSD 205,Warren,
Warren Elem School,Warren Elem School,Chicago,
Warren Elementary School,Warren Elementary School,Warren,
Warren Jr/Sr High School,Warren Jr/Sr High School,Warren,
Warren Park School,Warren Park School,Cicero,
Warren Township High School,Warren Township High School,Gurnee,
Warren Twp HSD 121,Warren Twp HSD 121,Gurnee,
Warrensburg-Latham CUSD 11,Warrensburg-Latham CUSD 11,Warrensburg,
Warrensburg-Latham Elem Sch,Warrensburg-Latham Elem Sch,Warrensburg,
Warrensburg-Latham High School,Warrensburg-Latham High School,Warrensburg,
Warrensburg-Latham Middle Sch,Warrensburg-Latham Middle Sch,Warrensburg,
Warsaw CUSD 316,Warsaw CUSD 316,Warsaw,
Warsaw Elem School,Warsaw Elem School,Warsaw,
Warsaw Sr High School,Warsaw Sr High School,Warsaw,
Wasco Elem School,Wasco Elem School,Wasco,
Washington G Elem School,Washington G Elem School,Chicago,
Washington H Elem School,Washington H Elem School,Chicago,
Washington Academy,Washington Academy,Belvidere,
Washington Attendance Center,Washington Attendance Center,Carmi,
Washington CHSD 308,Washington CHSD 308,Washington,
Washington Comm High School,Washington Comm High School,Washington,
Washington Dual Language Academy,Washington Dual Language Academy,Maywood,
Washington Elem School,Washington Elem School,Jacksonville,
Washington Elem School,Washington Elem School,Pana,
Washington Elem School,Washington Elem School,Glenview,
Washington Elem School,Washington Elem School,Evanston,
Washington Elem School,Washington Elem School,Schiller Park,
Washington Elem School,Washington Elem School,Riverdale,
Washington Elem School,Washington Elem School,Champaign,
Washington Elem School,Washington Elem School,Robinson,
Washington Elem School,Washington Elem School,Pontiac,
Washington Elem School,Washington Elem School,Bloomington,
Washington Elem School,Washington Elem School,Marion,
Washington Elem School,Washington Elem School,Rushville,
Washington Elem School,Washington Elem School,Elgin,
Washington Elem School,Washington Elem School,Waukegan,
Washington Elem School,Washington Elem School,Mundelein,
Washington Elem School,Washington Elem School,Oglesby,
Washington Elem School,Washington Elem School,East Alton,
Washington Elem School,Washington Elem School,Harvard,
Washington Elem School,Washington Elem School,Dixon,
Washington Elem School,Washington Elem School,Sterling,
Washington Elementary School,Washington Elementary School,Rockford,
Washington Elementary School,Washington Elementary School,Wheaton,
Washington G High School,Washington G High School,Chicago,
Washington Gifted School,Washington Gifted School,Peoria,
Washington Gifted School,Washington Gifted School,Rockford,
Washington Intermediate School,Washington Intermediate School,Pekin,
Washington Jr High & Academy Prgm,Washington Jr High & Academy Prgm,Joliet,
Washington Jr High School,Washington Jr High School,Naperville,
Washington Jr High School,Washington Jr High School,Rock Island,
Washington Junior High,Washington Junior High,Riverdale,
